run_id,category,report,task,configuration,production_code_additions,code_measure_source,production_source_files,passed,checks,success_rate,centered_log1p_additions,code_size_z
narwhals-rolling-window-suite-codex-cli-high-run-01,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r01,narwhals-rolling-window-suite,codex-cli-high,708,git-diff-production-additions,narwhals/_arrow/series.py;narwhals/_compliant/column.py;narwhals/_compliant/expr.py;narwhals/_dask/expr.py;narwhals/_duckdb/expr.py;narwhals/_pandas_like/expr.py;narwhals/_pandas_like/series.py;narwhals/_polars/expr.py;narwhals/_polars/series.py;narwhals/_sql/expr.py;narwhals/_utils.py;narwhals/expr.py;narwhals/series.py,0,1,0.0,0.20255304895913184,0.6022868910571137
numba-stencil-boundary-modes-codex-cli-high-run-01,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r01,numba-stencil-boundary-modes,codex-cli-high,249,git-diff-production-additions,numba/stencils/stencil.py;numba/stencils/stencilparfor.py,1,1,1.0,0.2666037873295597,0.7927403069956763
pest-character-class-coalescing-codex-cli-high-run-01,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r01,pest-character-class-coalescing,codex-cli-high,533,git-diff-production-additions,generator/src/generator.rs;meta/src/optimizer/coalescer.rs;meta/src/optimizer/mod.rs;vm/src/lib.rs,0,1,0.0,0.09867177890367174,0.29339829371296205
quill-shared-toolbar-focus-codex-cli-high-run-01,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r01,quill-shared-toolbar-focus,codex-cli-high,408,git-diff-production-additions,packages/quill/src/core/emitter.ts;packages/quill/src/core/quill.ts;packages/quill/src/modules/toolbar.ts;packages/quill/src/themes/base.ts;packages/quill/src/themes/bubble.ts;packages/quill/src/themes/snow.ts;packages/quill/src/ui/picker.ts,0,1,0.0,0.17890441898019738,0.5319682268801736
testem-per-launcher-reports-codex-cli-high-run-01,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r01,testem-per-launcher-reports,codex-cli-high,296,git-diff-production-additions,lib/config.js;lib/launcher.js;lib/reporters/tap_reporter.js;lib/reporters/xunit_reporter.js;lib/utils/report-file.js;lib/utils/reporter.js,1,1,1.0,0.001686342239319849,0.005014300351426299
wasmi-trap-coredumps-codex-cli-high-run-01,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r01,wasmi-trap-coredumps,codex-cli-high,895,git-diff-production-additions,crates/wasmi/src/engine/code_map.rs;crates/wasmi/src/engine/config.rs;crates/wasmi/src/engine/coredump.rs;crates/wasmi/src/engine/executor/handler/dispatch/mod.rs;crates/wasmi/src/engine/executor/handler/func.rs;crates/wasmi/src/engine/executor/handler/state.rs;crates/wasmi/src/engine/executor/handler/utils.rs;crates/wasmi/src/engine/executor/mod.rs;crates/wasmi/src/engine/mod.rs;crates/wasmi/src/engine/translator/func/layout.rs;crates/wasmi/src/engine/translator/func/mod.rs;crates/wasmi/src/error.rs;crates/wasmi/src/instance/builder.rs;crates/wasmi/src/instance/mod.rs;crates/wasmi/src/module/builder.rs;crates/wasmi/src/module/custom_section.rs;crates/wasmi/src/module/mod.rs,1,1,1.0,0.28698501392538756,0.8533434214163753
yaegi-go-embed-directives-codex-cli-high-run-01,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r01,yaegi-go-embed-directives,codex-cli-high,374,git-diff-production-additions,interp/ast.go;interp/cfg.go;interp/embed.go;interp/interp.go;interp/program.go;interp/src.go;stdlib/embed.go,1,1,1.0,0.024595122095385946,0.0731330369901711
yjs-map-conflict-detection-codex-cli-high-run-01,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r01,yjs-map-conflict-detection,codex-cli-high,315,git-diff-production-additions,src/index.js;src/internals.js;src/structs/Item.js;src/utils/Doc.js;src/utils/IdSet.js;src/utils/MapConflict.js;src/utils/Transaction.js;src/utils/encoding.js;src/utils/updates.js;src/ytype.js,1,1,1.0,-0.014109639414503938,-0.041954692366112455
abs-stepped-slices-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,abs-stepped-slices,codex-cli-high,291,git-diff-production-additions,ast/ast.go;evaluator/evaluator.go;parser/parser.go,1,1,1.0,0.15334468482203079,0.45596693782786957
actionlint-action-pinning-lint-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,actionlint-action-pinning-lint,codex-cli-high,371,git-diff-production-additions,command.go;config.go;linter.go;rule_action_pinning.go,0,1,0.0,0.024798470569685982,0.07373768906041511
awilix-async-container-initialization-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,awilix-async-container-initialization,codex-cli-high,425,git-diff-production-additions,src/awilix.ts;src/container.ts;src/errors.ts;src/resolvers.ts,0,1,0.0,0.04570162728509697,0.13589275083855046
bandit-incremental-cache-control-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,bandit-incremental-cache-control,codex-cli-high,550,git-diff-production-additions,bandit/cli/main.py;bandit/core/incremental.py;bandit/core/manager.py;bandit/formatters/json.py,1,1,1.0,0.04179270774083044,0.12426966734606897
boa-hierarchical-evaluation-cancellation-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,boa-hierarchical-evaluation-cancellation,codex-cli-high,396,git-diff-production-additions,core/engine/src/context/mod.rs;core/engine/src/evaluation.rs;core/engine/src/job.rs;core/engine/src/lib.rs;core/engine/src/module/mod.rs;core/engine/src/script.rs;core/engine/src/vm/mod.rs,0,1,0.0,-0.019755656136920763,-0.05874299486797709
csstree-shorthand-expansion-compression-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,csstree-shorthand-expansion-compression,codex-cli-high,800,git-diff-production-additions,lib/__tests/lexer-shorthand.js;lib/lexer/Lexer.js;lib/lexer/shorthand.js,1,1,1.0,-0.017320391313852213,-0.051501790221965354
dasel-html-document-format-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,dasel-html-document-format,codex-cli-high,826,git-diff-production-additions,cmd/dasel/main.go;parsing/html/html.go;parsing/html/reader.go;parsing/html/tokenizer.go;parsing/html/writer.go,0,1,0.0,0.09644248478595951,0.2867695382816888
dynamodb-toolbox-conditional-attribute-requirements-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,dynamodb-toolbox-conditional-attribute-requirements,codex-cli-high,822,git-diff-production-additions,src/entity/actions/transactUpdate/updateTransaction.ts;src/entity/actions/update/requiredIf.ts;src/entity/actions/update/updateItemParams/updateItemParams.ts;src/entity/actions/updateAttributes/updateAttributesParams/updateAttributesParams.ts;src/schema/actions/dto/getSchemaDTO/any.ts;src/schema/actions/dto/getSchemaDTO/anyOf.ts;src/schema/actions/dto/getSchemaDTO/list.ts;src/schema/actions/dto/getSchemaDTO/map.ts;src/schema/actions/dto/getSchemaDTO/primitive.ts;src/schema/actions/dto/getSchemaDTO/record.ts;src/schema/actions/dto/getSchemaDTO/set.ts;src/schema/actions/dto/types.ts;src/schema/actions/fromDTO/fromSchemaDTO/anyOf.ts;src/schema/actions/jsonSchemer/formattedValue/item.ts;src/schema/actions/jsonSchemer/formattedValue/map.ts;src/schema/actions/jsonSchemer/formattedValue/shared.ts;src/schema/actions/parse/item.ts;src/schema/actions/parse/map.ts;src/schema/actions/parse/requiredIf.ts;src/schema/actions/parse/utils.ts;src/schema/actions/zodSchemer/formatter/item.ts;src/schema/actions/zodSchemer/formatter/map.ts;src/schema/actions/zodSchemer/formatter/utils.ts;src/schema/actions/zodSchemer/parser/item.ts;src/schema/actions/zodSchemer/parser/map.ts;src/schema/actions/zodSchemer/parser/utils.ts;src/schema/actions/zodSchemer/utils.ts;src/schema/any/schema_.ts;src/schema/anyOf/schema_.ts;src/schema/binary/schema_.ts;src/schema/boolean/schema_.ts;src/schema/item/schema.ts;src/schema/list/schema_.ts;src/schema/map/schema.ts;src/schema/map/schema_.ts;src/schema/null/schema_.ts;src/schema/number/schema_.ts;src/schema/record/schema_.ts;src/schema/set/schema_.ts;src/schema/string/schema_.ts;src/schema/types/decodedValue.ts;src/schema/types/formattedValue.ts;src/schema/types/index.ts;src/schema/types/inputValue.ts;src/schema/types/schemaProps.ts;src/schema/types/transformedValue.ts;src/schema/types/validValue.ts;src/schema/utils/checkRequiredIf.ts;src/schema/utils/checkSchemaProps.ts,1,1,1.0,0.3143612661418622,0.9347460856615466
fd-deterministic-multi-key-sorting-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,fd-deterministic-multi-key-sorting,codex-cli-high,435,git-diff-production-additions,src/cli.rs;src/config.rs;src/main.rs;src/sort.rs;src/walk.rs,1,1,1.0,0.061485083650680394,0.18282449989595845
happy-dom-abort-pending-body-reads-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,happy-dom-abort-pending-body-reads,codex-cli-high,236,git-diff-production-additions,packages/happy-dom/src/browser/utilities/BrowserFrameFactory.ts;packages/happy-dom/src/browser/utilities/BrowserFrameNavigator.ts;packages/happy-dom/src/fetch/Request.ts;packages/happy-dom/src/fetch/Response.ts;packages/happy-dom/src/fetch/multipart/MultipartFormDataParser.ts;packages/happy-dom/src/fetch/utilities/FetchBodyUtility.ts,1,1,1.0,0.4986327929484222,1.482673285775248
katex-multicolumn-array-spans-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,katex-multicolumn-array-spans,codex-cli-high,481,git-diff-production-additions,src/domTree.ts;src/environments/array.ts;src/parseNode.ts,0,1,0.0,0.6849165420329086,2.0365837831343674
langchain-request-coalescing-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,langchain-request-coalescing,codex-cli-high,830,git-diff-production-additions,libs/core/langchain_core/runnables/__init__.py;libs/core/langchain_core/runnables/base.py;libs/core/langchain_core/runnables/coalesce.py,0,1,0.0,0.042685881785495816,0.12692550008370876
narwhals-rolling-window-suite-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,narwhals-rolling-window-suite,codex-cli-high,621,git-diff-production-additions,narwhals/_arrow/series.py;narwhals/_compliant/column.py;narwhals/_compliant/expr.py;narwhals/_dask/expr.py;narwhals/_duckdb/expr.py;narwhals/_pandas_like/expr.py;narwhals/_pandas_like/series.py;narwhals/_polars/expr.py;narwhals/_polars/series.py;narwhals/_sql/expr.py;narwhals/_utils.py;narwhals/expr.py;narwhals/series.py,0,1,0.0,0.07163761516618372,0.21301282179115544
numba-stencil-boundary-modes-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,numba-stencil-boundary-modes,codex-cli-high,219,git-diff-production-additions,numba/stencils/stencil.py;numba/stencils/stencilparfor.py;setup.py,1,1,1.0,0.13877041581967564,0.41263067993411845
pest-character-class-coalescing-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,pest-character-class-coalescing,codex-cli-high,374,git-diff-production-additions,generator/src/generator.rs;meta/src/optimizer/char_class.rs;meta/src/optimizer/mod.rs;vm/src/lib.rs,0,1,0.0,-0.2547980340861127,-0.7576361678374561
quill-shared-toolbar-focus-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,quill-shared-toolbar-focus,codex-cli-high,456,git-diff-production-additions,packages/quill/src/core/emitter.ts;packages/quill/src/core/quill.ts;packages/quill/src/modules/toolbar.ts;packages/quill/src/themes/base.ts;packages/quill/src/themes/bubble.ts;packages/quill/src/themes/snow.ts;packages/quill/src/ui/picker.ts,1,1,1.0,0.2898726538316003,0.861929753098582
testem-per-launcher-reports-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,testem-per-launcher-reports,codex-cli-high,337,git-diff-production-additions,lib/config.js;lib/launcher.js;lib/reporters/tap_reporter.js;lib/reporters/xunit_reporter.js;lib/utils/report-file.js;lib/utils/reporter.js,1,1,1.0,0.13100009891963893,0.38952581909741035
wasmi-trap-coredumps-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,wasmi-trap-coredumps,codex-cli-high,737,git-diff-production-additions,crates/wasmi/src/engine/code_map.rs;crates/wasmi/src/engine/config.rs;crates/wasmi/src/engine/coredump.rs;crates/wasmi/src/engine/executor/handler/state.rs;crates/wasmi/src/engine/mod.rs;crates/wasmi/src/engine/translator/func/locals.rs;crates/wasmi/src/engine/translator/func/mod.rs;crates/wasmi/src/error.rs;crates/wasmi/src/instance/builder.rs;crates/wasmi/src/instance/mod.rs;crates/wasmi/src/module/mod.rs,0,1,0.0,0.09298842555092968,0.27649897158874814
yaegi-go-embed-directives-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,yaegi-go-embed-directives,codex-cli-high,302,git-diff-production-additions,interp/ast.go;interp/cfg.go;interp/embed.go;interp/interp.go;stdlib/embed.go,1,1,1.0,-0.1885980983656559,-0.5607921623873119
yjs-map-conflict-detection-codex-cli-high-run-02,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r02,yjs-map-conflict-detection,codex-cli-high,317,git-diff-production-additions,src/index.js;src/internals.js;src/structs/Item.js;src/utils/Doc.js;src/utils/IdSet.js;src/utils/MapConflict.js;src/utils/Transaction.js;src/utils/encoding.js;src/ytype.js,1,1,1.0,-0.0078004702212393084,-0.02319452105251566
abs-stepped-slices-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,abs-stepped-slices,codex-cli-high,266,git-diff-production-additions,ast/ast.go;evaluator/evaluator.go;parser/parser.go,1,1,1.0,0.06383954095399869,0.18982542521714876
actionlint-action-pinning-lint-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,actionlint-action-pinning-lint,codex-cli-high,464,git-diff-production-additions,command.go;config.go;linter.go;rule_action_pinning.go,1,1,1.0,0.2479420218838957,0.7372499712556607
awilix-async-container-initialization-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,awilix-async-container-initialization,codex-cli-high,656,git-diff-production-additions,src/awilix.ts;src/container.ts;src/errors.ts;src/resolvers.ts,0,1,0.0,0.4789462995003362,1.4241359445918216
bandit-incremental-cache-control-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,bandit-incremental-cache-control,codex-cli-high,615,git-diff-production-additions,bandit/cli/main.py;bandit/core/incremental_cache.py;bandit/core/manager.py;bandit/formatters/json.py;bandit/formatters/screen.py;bandit/formatters/text.py,0,1,0.0,0.15330486212143501,0.45584852593203007
boa-hierarchical-evaluation-cancellation-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,boa-hierarchical-evaluation-cancellation,codex-cli-high,562,git-diff-production-additions,core/engine/src/builtins/promise/mod.rs;core/engine/src/context/evaluation.rs;core/engine/src/context/mod.rs;core/engine/src/error/mod.rs;core/engine/src/job.rs;core/engine/src/lib.rs;core/engine/src/module/mod.rs;core/engine/src/script.rs;core/engine/src/vm/mod.rs,1,1,1.0,0.3295876913155791,0.9800215151202363
csstree-shorthand-expansion-compression-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,csstree-shorthand-expansion-compression,codex-cli-high,773,git-diff-production-additions,lib/__tests/lexer-shorthand.js;lib/lexer/Lexer.js;lib/lexer/shorthand.js,1,1,1.0,-0.051609464792484516,-0.15345957149851977
dasel-html-document-format-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,dasel-html-document-format,codex-cli-high,797,git-diff-production-additions,cmd/dasel/main.go;parsing/html/html.go;parsing/html/reader.go;parsing/html/writer.go,1,1,1.0,0.06074638721207748,0.18062800281172606
dynamodb-toolbox-conditional-attribute-requirements-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,dynamodb-toolbox-conditional-attribute-requirements,codex-cli-high,949,git-diff-production-additions,src/entity/actions/transactUpdate/updateTransaction.ts;src/entity/actions/update/requiredIf.ts;src/entity/actions/update/updateItemParams/updateItemParams.ts;src/entity/actions/updateAttributes/updateAttributesParams/updateAttributesParams.ts;src/schema/actions/dto/getSchemaDTO/any.ts;src/schema/actions/dto/getSchemaDTO/anyOf.ts;src/schema/actions/dto/getSchemaDTO/list.ts;src/schema/actions/dto/getSchemaDTO/map.ts;src/schema/actions/dto/getSchemaDTO/primitive.ts;src/schema/actions/dto/getSchemaDTO/record.ts;src/schema/actions/dto/getSchemaDTO/set.ts;src/schema/actions/dto/types.ts;src/schema/actions/format/item.ts;src/schema/actions/format/map.ts;src/schema/actions/format/schema.ts;src/schema/actions/fromDTO/fromSchemaDTO/anyOf.ts;src/schema/actions/jsonSchemer/formattedValue/item.ts;src/schema/actions/jsonSchemer/formattedValue/map.ts;src/schema/actions/jsonSchemer/formattedValue/shared.ts;src/schema/actions/parse/item.ts;src/schema/actions/parse/map.ts;src/schema/actions/parse/utils.ts;src/schema/actions/zodSchemer/formatter/item.ts;src/schema/actions/zodSchemer/formatter/map.ts;src/schema/actions/zodSchemer/formatter/utils.ts;src/schema/actions/zodSchemer/parser/item.ts;src/schema/actions/zodSchemer/parser/map.ts;src/schema/actions/zodSchemer/parser/utils.ts;src/schema/actions/zodSchemer/utils.ts;src/schema/any/schema_.ts;src/schema/anyOf/schema_.ts;src/schema/binary/schema_.ts;src/schema/boolean/schema_.ts;src/schema/item/schema.ts;src/schema/list/schema_.ts;src/schema/map/schema.ts;src/schema/map/schema_.ts;src/schema/null/schema_.ts;src/schema/number/schema_.ts;src/schema/record/schema_.ts;src/schema/set/schema_.ts;src/schema/string/schema_.ts;src/schema/types/decodedValue.ts;src/schema/types/formattedValue.ts;src/schema/types/index.ts;src/schema/types/inputValue.ts;src/schema/types/schemaProps.ts;src/schema/types/transformedValue.ts;src/schema/types/validValue.ts;src/schema/utils/checkSchemaProps.ts;src/schema/utils/errors.ts;src/schema/utils/requiredIf.ts,1,1,1.0,0.4578670500593791,1.3614572750933784
fd-deterministic-multi-key-sorting-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,fd-deterministic-multi-key-sorting,codex-cli-high,460,git-diff-production-additions,src/cli.rs;src/config.rs;src/dir_entry.rs;src/main.rs;src/sort.rs;src/walk.rs,1,1,1.0,0.11724088329829474,0.34861310392205946
happy-dom-abort-pending-body-reads-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,happy-dom-abort-pending-body-reads,codex-cli-high,166,git-diff-production-additions,packages/happy-dom/src/PropertySymbol.ts;packages/happy-dom/src/async-task-manager/AsyncTaskManager.ts;packages/happy-dom/src/fetch/Request.ts;packages/happy-dom/src/fetch/Response.ts;packages/happy-dom/src/fetch/multipart/MultipartFormDataParser.ts;packages/happy-dom/src/fetch/utilities/FetchBodyUtility.ts,0,1,0.0,0.14856646423004616,0.4417590074120102
katex-multicolumn-array-spans-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,katex-multicolumn-array-spans,codex-cli-high,16,git-diff-production-additions,src/domTree.ts;src/parseNode.ts,0,1,0.0,-2.6598142279614754,-7.908897201896063
langchain-request-coalescing-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,langchain-request-coalescing,codex-cli-high,915,git-diff-production-additions,libs/core/langchain_core/runnables/__init__.py;libs/core/langchain_core/runnables/base.py;libs/core/langchain_core/runnables/coalesce.py,0,1,0.0,0.14007245160417714,0.41650225376982375
narwhals-rolling-window-suite-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,narwhals-rolling-window-suite,codex-cli-high,646,git-diff-production-additions,narwhals/_arrow/series.py;narwhals/_compliant/column.py;narwhals/_compliant/expr.py;narwhals/_dask/expr.py;narwhals/_duckdb/expr.py;narwhals/_pandas_like/expr.py;narwhals/_pandas_like/series.py;narwhals/_polars/expr.py;narwhals/_polars/series.py;narwhals/_sql/expr.py;narwhals/_utils.py;narwhals/expr.py;narwhals/series.py,0,1,0.0,0.11104381692790533,0.33018626780640314
numba-stencil-boundary-modes-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,numba-stencil-boundary-modes,codex-cli-high,198,git-diff-production-additions,numba/stencils/stencil.py;numba/stencils/stencilparfor.py,1,1,1.0,0.03844769419180594,0.11432334552401445
pest-character-class-coalescing-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,pest-character-class-coalescing,codex-cli-high,456,git-diff-production-additions,generator/src/generator.rs;meta/src/optimizer/char_class.rs;meta/src/optimizer/mod.rs;vm/src/lib.rs,0,1,0.0,-0.0570406691623182,-0.1696091343484127
quill-shared-toolbar-focus-codex-cli-high-run-03,debug,report-deepswe-v1.1-gpt56-sol-codex-cli-high-r03,quill-shared-toolbar-focus,codex-cli-high,341,git-diff-production-additions,packages/quill/src/core/quill.ts;packages/quill/src/modules/toolbar.ts;packages/quill/src/themes/base.ts;packages/quill/src/ui/picker.ts,0,1,0.0,0.0,0.0
